year,issue,company,ticker,sponsorType,meanActivist,modeDistinct,resolution,desc,uID
2011,gg,"CONSTELLATION BRANDS, INC.",STZ,,0.0,0,Company Specific-Governance Related,Request that the Board Adopt a Plan for All Stock to Have One Vote Per Share,j6OljPRB
2012,no-esg,"CONSTELLATION BRANDS, INC.",STZ,,0.0,0,Compensation- Miscellaneous Company Specific,Adopt Multiple Performance Metrics Under Executive Incentive Plans,4GJ2gAr6
2012,no-esg,"CONSTELLATION BRANDS, INC.",STZ,,0.0,0,Compensation- Miscellaneous Company Specific,Adopt Multiple Performance Metrics Under Executive Incentive Plans,pLPnG4D6
2012,gg,"CONSTELLATION BRANDS, INC.",STZ,,0.0,0,Miscellaneous -- Equity Related,Approve Recapitalization Plan for all Stock to have One-vote per Share,2D1LXVjW
2012,gg,"CONSTELLATION BRANDS, INC.",STZ,,0.0,0,Miscellaneous -- Equity Related,Approve Recapitalization Plan for all Stock to have One-vote per Share,oX6wmLMk
2010,gg,MOODY'S CORPORATION,MCO,fund,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,n7BLwKK7
2011,gg,MOODY'S CORPORATION,MCO,,1.0,0,Require Independent Board Chairman,Require Independent Board Chairman,OLOWWrjQ
2012,gg,MOODY'S CORPORATION,MCO,other,1.0,0,Declassify the Board of Directors,Declassify the Board of Directors,K9Oo4KPG
2018,no-esg,MOODY'S CORP.,MCO,union,0.0,0,Clawback of Incentive Payments,Amend Compensation Clawback Policy,PZrPork6n
2010,gg,THE DUN & BRADSTREET CORPORATION,DNB,Individual,0.0,0,Reduce Supermajority Vote Requirement,Reduce Supermajority Vote Requirement,WowmL6WW
2014,gg,THE DUN & BRADSTREET CORPORATION,DNB,Individual,0.038,0,Require Independent Board Chairman,Require Independent Board Chairman,JzJJ7Yr2
2015,no-esg,THE DUN & BRADSTREET CORPORATION,DNB,Individual,0.037,0,Amend Articles/Bylaws/Charter -- Call Special Meetings,Amend Bylaws -- Call Special Meetings,7Ln6DKYAB
2018,no-esg,DUN & BRADSTREET CORP.,DNB,Individual,0.0,0,Amend Articles/Bylaws/Charter -- Call Special Meetings,Reduce Ownership Threshold for Shareholders to Call Special Meeting,6Rm6z9XrR
2012,env,MONSANTO COMPANY,MON,SRI fund,0.0,0,Genetically Modified Organisms (GMO),Report on Risk of Genetically Engineered Products,n6wZOWOE
2013,env,MONSANTO COMPANY,MON,SRI fund,0.0,0,Genetically Modified Organisms (GMO),Report on Risk of Genetically Engineered Products,qLzjDP00
2014,env,MONSANTO COMPANY,MON,other,0.0,0,Genetically Modified Organisms (GMO),Report on Risk of Genetic Engineering in Order to Work with Regulators,6KO6Mk3O
2014,env,MONSANTO COMPANY,MON,other,0.0,0,Genetically Modified Organisms (GMO),Report on Risk of Genetically Engineered Products,7VP6MlgQ
2015,gg,MONSANTO COMPANY,MON,,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,q6GG8ZXr
2015,no-esg,MONSANTO COMPANY,MON,Special Interest,0.0,0,Political Lobbying Disclosure,Report on Lobbying Payments and Policy,oXMKoovA
2016,gg,MONSANTO COMPANY,MON,Individual,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,L8JnOE9Qg
2016,env,MONSANTO COMPANY,MON,SRI fund,0.025,0,Product Safety,Report on Effectiveness and Risks of Glyphosate Use,gLX17rPLj
2016,no-esg,MONSANTO COMPANY,MON,Special Interest,0.025,0,Political Lobbying Disclosure,Report on Lobbying Payments and Policy,E9XDkppL0
2017,no-esg,MONSANTO COMPANY,MON,Special Interest,0.023,0,Political Lobbying Disclosure,Report on Lobbying Payments and Policy,l5kAww6z1
2017,env,MONSANTO COMPANY,MON,SRI fund,0.023,0,Product Safety,Report on Effectiveness and Risks of Glyphosate Use,mQXlMQ8Vp
2017,no-esg,SINA CORPORATION,SINA,,0.0,0,Elect Directors (Opposition Slate),Elect Director Brett H. Krause,nrYDZAwGE
2017,no-esg,SINA CORPORATION,SINA,,0.0,0,Elect Directors (Opposition Slate),Elect Director Thomas J. Manning,oQvEYBxA3
2017,no-esg,SINA CORPORATION,SINA,,1.0,1,Elect Directors (Opposition Slate),Management Nominee Yichen Zhang,qYVJjEzAG
2017,no-esg,SINA CORPORATION,SINA,,1.0,0,Elect Directors (Opposition Slate),Elect Director Brett H. Krause,voYOgMGmX
2017,no-esg,SINA CORPORATION,SINA,,0.0,1,Elect Directors (Opposition Slate),Elect Director Thomas J. Manning,wmEPjNJnM
2014,no-esg,INSURANCE AUSTRALIA GROUP LTD.,,,0.0,0,Elect a Shareholder-Nominee to the Board (Proxy Access Nominee),Elect Michael Carlin as Director,lERWBPpl
2010,no-esg,"WGL HOLDINGS, INC.",WGL,Individual,0.0,0,Restore or Provide for Cumulative Voting,Provide for Cumulative Voting,Qg13xprL
2011,gg,"WGL HOLDINGS, INC.",WGL,Individual,0.059,0,Restore or Provide for Cumulative Voting,Provide for Cumulative Voting,lEOKw4k6
2012,gg,"WGL HOLDINGS, INC.",WGL,Individual,0.059,0,Restore or Provide for Cumulative Voting,Provide for Cumulative Voting,rV0QOjoE
2014,gg,EXELON CORPORATION,EXC,company,0.0,0,Limit Executive Compensation,Limit Executive Compensation,Qg2Z2XRq
2014,no-esg,SENSIENT TECHNOLOGIES CORPORATION,SXT,,0.0,-1,Elect Directors (Opposition Slate),Management Nominee - Elaine R. Wedral,lEp9NL5J
2014,no-esg,SENSIENT TECHNOLOGIES CORPORATION,SXT,,0.0,-1,Elect Directors (Opposition Slate),Management Nominee - Paul Manning,kXo0NKZY
2014,no-esg,SENSIENT TECHNOLOGIES CORPORATION,SXT,,0.0,-1,Elect Directors (Opposition Slate),Management Nominee - Fergus M. Clydesdale,j6n9NMqz
2014,no-esg,SENSIENT TECHNOLOGIES CORPORATION,SXT,,0.0,-1,Elect Directors (Opposition Slate),Management Nominee - Edward H. Cichurski,gMk9NKLl
2014,no-esg,SENSIENT TECHNOLOGIES CORPORATION,SXT,,0.0,-1,Elect Directors (Opposition Slate),Management Nominee - Hank Brown,0D9rPpVG
2014,no-esg,SENSIENT TECHNOLOGIES CORPORATION,SXT,,0.0,-1,Elect Directors (Opposition Slate),"Elect Director William E. Redmond, Jr.",6K0A4KXQ
2014,no-esg,SENSIENT TECHNOLOGIES CORPORATION,SXT,,0.0,-1,Elect Directors (Opposition Slate),Elect Director Stephen E. Loukas,5KWzXKQZ
2014,no-esg,SENSIENT TECHNOLOGIES CORPORATION,SXT,,0.0,-1,Elect Directors (Opposition Slate),Elect Director James E. Hyman,4G9yPGQ0
2014,no-esg,SENSIENT TECHNOLOGIES CORPORATION,SXT,,0.0,-1,Elect Directors (Opposition Slate),Elect Director James R. Henderson,3V9xPVQn
2010,gg,"HEALTH NET, INC.",HNT,public pension,1.0,0,Reduce Supermajority Vote Requirement,Reduce Supermajority Vote Requirement,pLR7ZYvX
2010,gg,DAVITA INC.,DVA,Individual,1.0,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,pL8JVl3Q
2011,gg,DAVITA INC.,DVA,Individual,1.0,1,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,EW8z7MQm
2012,no-esg,DAVITA INC.,DVA,Individual,0.0,0,Stock Retention/Holding Period,Stock Retention/Holding Period,2Do0lgLK
2013,no-esg,DAVITA INC.,DVA,,0.0,0,Double Trigger on Equity Plans,Pro-rata Vesting of Equity Awards,6K4xE9q7
2013,no-esg,DAVITA INC.,DVA,other,0.0,0,Political Lobbying Disclosure,Report on Lobbying Payments and Policy,ZrkyDE5Q
2014,gg,DAVITA INC.,DVA,Individual,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,q6GGDDBr
2016,gg,DAVITA INC.,DVA,Individual,0.0,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,gLxZ5AWZk
2018,no-esg,"DAVITA, INC.",DVA,Individual,0.0,0,Amend Proxy Access Right,Amend Proxy Access Right,oQODxQwJB
2016,profit,"FIRST SOUTH BANCORP, INC.",FSBK,Individual,0.0,0,Seek Sale of Company/Assets,Seek Sale of Company/Assets,6RKKjVZW9
2017,profit,"FIRST SOUTH BANCORP, INC.",FSBK,Individual,0.0,0,Seek Sale of Company/Assets,Seek Sale of Company/Assets,wm77lq1EM
2010,gg,MASSEY ENERGY COMPANY,MEE,,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,JWq7Gyg2
2010,gg,MASSEY ENERGY COMPANY,MEE,public pension,1.0,0,Declassify the Board of Directors,Declassify the Board of Directors,K9OoN42R
2010,env,MASSEY ENERGY COMPANY,MEE,religious,0.0,0,Report on Environmental Policies,Report on Implementation of EPA Settlement Reforms and CSR Commitments,EW4kOMB0
2010,env,MASSEY ENERGY COMPANY,MEE,public pension,0.0,-1,GHG Emissions,Adopt Quantitative GHG goals from Products and Operations,GW32mjwJ
2010,no-esg,"PROGRESS ENERGY, INC.",PGN,,0.0,0,Stock Retention/Holding Period,Stock Retention/Holding Period,5KrD0PxY
2013,no-esg,IREN SPA,,,1.0,0,Elect Supervisory Board Members (Bundled).,Slate 2 Submitted by Equiter S.p.A. and Fondazione Cassa di Risparmio di Torino,xL1nyQDB
2013,no-esg,IREN SPA,,,0.0,-1,Elect Supervisory Board Members (Bundled).,"Slate 1 Submitted by Finanziaria Sviluppo Utilities S.r.l. and 73 Public Administrations from the Provinces of Reggio Emilia, Parma, and Piacenza",3VwQ3XAM
2015,no-esg,IREN SPA,,,1.0,0,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Slate 3 Submitted by Institutional Investors (Assogestioni),4RkZ6g7q0
2015,no-esg,IREN SPA,,,0.0,-1,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Slate 2 Submitted by Oldequiter SpA,APQZ6Jz93
2015,no-esg,IREN SPA,,,0.0,-1,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Slate 1 Submitted by Finanziaria Sviluppo Utilities Srl and Other 73 Shareholders,zKBO62DxZ
2016,no-esg,IREN SPA,,,0.0,-1,Elect Supervisory Board Members (Bundled).,Slate 1 Submitted by Finanziaria Sviluppo Utilities Srl and Others,JqYnrZD62
2016,no-esg,IREN SPA,,,0.0,-1,Elect Supervisory Board Members (Bundled).,Slate 2 Submitted by Equiter Spa,KZYovOXrR
2016,no-esg,IREN SPA,,,1.0,0,Elect Supervisory Board Members (Bundled).,Slate 3 Submitted by Institutional Investors (Assogestioni),L8Ypwg69w
2018,no-esg,IREN SPA,IRE,,0.0,-1,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Slate 1 Submitted by Shareholder Pact (FSU Srl and 64 Shareholders),PZMyz9NQ6
2018,no-esg,IREN SPA,IRE,,1.0,0,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Slate 2 Submitted by Institutional Investors (Assogestioni),Q0Nz62W75
2017,no-esg,BRADESPAR S.A.,BRAP3,,1.0,0,Elect Director Nominated by Preferred Shareholders,Elect Andre Leal Faoro Director Appointed by Preferred Shareholder,pQRXGJnkp
2018,no-esg,BRADESPAR SA,BRAP4,,0.0,-1,Appoint Internal Statutory Auditor(s) Nominated by Preferred Shareholders [and Approve Auditor's/Auditors' Remuneration],Elect Aloisio Macario Ferreira de Souza as Fiscal Council Member and Joao Gustavo Specialski Silveira as Alternate Appointed by Preferred Shareholder,0V2Z68zLK
2018,no-esg,BRADESPAR SA,BRAP4,,1.0,0,Appoint Internal Statutory Auditor(s) Nominated by Preferred Shareholders [and Approve Auditor's/Auditors' Remuneration],Elect Ricardo Reisen de Pinho as Fiscal Council Member and Mauricio Rocha Alves de Carvalho as Alternate Appointed by Preferred Shareholder,9QpZ59MgZ
2018,no-esg,BRADESPAR SA,BRAP4,,0.0,-1,Appoint Internal Statutory Auditor(s) Nominated by Preferred Shareholders [and Approve Auditor's/Auditors' Remuneration],Elect Luiz Eduardo Nobre Borges as Fiscal Council Member and Ocimar Donizeti Trevisan as Alternate Appointed by Preferred Shareholder,86oZ53LEL
2018,no-esg,BRADESPAR SA,BRAP4,,1.0,0,Elect Director Nominated by Preferred Shareholders,Elect Andre Leal Faoro as Director Appointed by Preferred Shareholder,6Rmzr8349
2017,no-esg,CAIRO COMMUNICATION S.P.A.,CAI,,1.0,0,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Slate Submitted by Institutional Investors (Assogestioni),JqYpNlw7v
2017,no-esg,CAIRO COMMUNICATION S.P.A.,CAI,,0.0,-1,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Slate 1 Submitted by U.T. Communications SpA,G5YmMQNz0
2017,no-esg,CAIRO COMMUNICATION S.P.A.,CAI,,1.0,0,Elect Supervisory Board Members (Bundled).,Slate 2 Submitted by Institutional Investors (Assogestioni),E9ZgmZ9A0
2017,no-esg,CAIRO COMMUNICATION S.P.A.,CAI,,0.0,-1,Elect Supervisory Board Members (Bundled).,Slate 1 Submitted by U.T. Communications SpA,zKB8yXV02
2016,no-esg,DEA CAPITAL SPA,,,1.0,0,Change Size of Board of Directors,Fix Number of Directors,RoLR12WgV
2016,no-esg,DEA CAPITAL SPA,,,1.0,0,Appoint Alternate Internal Statutory Auditor(s) [and Approve Auditor's/Auditors' Remuneration].,Elect Internal Auditors (Bundled),ZVwMzVq65
2016,no-esg,DEA CAPITAL SPA,,,1.0,0,Elect Supervisory Board Members (Bundled).,Elect Directors (Bundled),W7wEXO1JW
2010,gg,FLUOR CORPORATION,FLR,fund,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,E1AJ3Dpl
2014,gg,FLUOR CORPORATION,FLR,Individual,1.0,1,Require Independent Board Chairman,Require Independent Board Chairman,j5xxAjq4
2015,soc,FLUOR CORPORATION,FLR,public pension,0.0,0,Political Contributions Disclosure,Report on Political Contributions,MQK0QrKoB
2016,soc,FLUOR CORPORATION,FLR,public pension,0.037,-1,Political Contributions Disclosure,Report on Political Contributions,32r72zW1r
2016,env,FLUOR CORPORATION,FLR,public pension,0.037,0,GHG Emissions,Adopt Quantitative Company-wide GHG Goals,4Rv84K4lg
2017,env,FLUOR CORPORATION,FLR,company,0.029,0,GHG Emissions,Adopt Quantitative Company-wide GHG Goals,G5XZgoRxQ
2018,env,FLUOR CORP.,FLR,public pension,0.0,0,GHG Emissions,Adopt Quantitative Company-wide GHG Goals,59w83ZwXZ
2016,env,"T. ROWE PRICE GROUP, INC.",TROW,SRI fund,0.094,0,Report on Climate Change,Report on and Assess Proxy Voting Policies in Relation to Climate Change Position,7Ly3KKR1y
2017,no-esg,"T. ROWE PRICE GROUP, INC.",TROW,fund,0.053,0,Compensation- Miscellaneous Company Specific,Report on and Assess Proxy Voting Policies in Relation to Executive Compensation,Jql0np3Ko
2017,env,"T. ROWE PRICE GROUP, INC.",TROW,other,0.079,0,Report on Climate Change,Report on and Assess Proxy Voting Policies in Relation to Climate Change Position,G5X6qpEV0
2017,soc,"T. ROWE PRICE GROUP, INC.",TROW,SRI fund,0.079,0,Report on EEO,Prepare Employment Diversity Report and Report on Diversity Policies,KZGX8kVrJ
2010,gg,JPMORGAN CHASE & CO.,JPM,union,0.026,0,Require Independent Board Chairman,Require Independent Board Chairman,w2OXGxw8
2010,no-esg,JPMORGAN CHASE & CO.,JPM,Individual,0.026,0,Amend Articles/Bylaws/Charter -- Call Special Meetings,Amend Bylaws-- Call Special Meetings,qL74LBkr
2010,gg,JPMORGAN CHASE & CO.,JPM,Individual,0.974,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,vLlPLn50
2010,gg,JPMORGAN CHASE & CO.,JPM,,0.0,0,Report on Pay Disparity,Report on Pay Disparity,gMP2JW7D
2010,no-esg,JPMORGAN CHASE & CO.,JPM,union,0.0,0,Stock Retention/Holding Period,Stock Retention/Holding Period,j6k3Jov5
2010,gg,JPMORGAN CHASE & CO.,JPM,,0.0,0,Company Specific-Governance Related,Report on Collateral in Derivatives Trading,rVMw64pW
2010,soc,JPMORGAN CHASE & CO.,JPM,SRI fund,0.0,0,Political Contributions Disclosure,Affirm Political Non-Partisanship,pLNV6qw6
2011,gg,JPMORGAN CHASE & CO.,JPM,fund,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,3E4k4p2M
2011,gg,JPMORGAN CHASE & CO.,JPM,Individual,0.982,1,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,YqW1x2op
2011,gg,JPMORGAN CHASE & CO.,JPM,,0.018,0,Company Specific-Governance Related,Report on Loan Modifications,ZrmJE155
2011,soc,JPMORGAN CHASE & CO.,JPM,,0.018,0,Improve Human Rights Standards or Policies,Institute Procedures to Prevent Investments in Companies that Contribute to Genocide or Crimes Against Humanity,2DJN4vjv
2011,soc,JPMORGAN CHASE & CO.,JPM,,0.018,0,Political Contributions Disclosure,Report on Political Contributions,13g7NPv0
2011,soc,JPMORGAN CHASE & CO.,JPM,,0.018,0,Political Contributions Disclosure,Affirm Political Non-Partisanship,XpgVl298
2012,gg,JPMORGAN CHASE & CO.,JPM,public pension,0.02,0,Require Independent Board Chairman,Require Independent Board Chairman,PgPPm3Zz
2012,gg,JPMORGAN CHASE & CO.,JPM,Individual,0.961,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,WoLY0jgX
2012,no-esg,JPMORGAN CHASE & CO.,JPM,Individual,0.0,0,Stock Retention/Holding Period,Stock Retention,Xp0J97Eo
2012,gg,JPMORGAN CHASE & CO.,JPM,religious,0.0,0,Company Specific-Governance Related,Report on Loan Modifications,Qg5wz1VL
2012,soc,JPMORGAN CHASE & CO.,JPM,Individual,0.0,0,Political Contributions Disclosure,Report on Political Contributions,RjZBmQVw
2012,soc,JPMORGAN CHASE & CO.,JPM,Individual,0.0,0,Political Contributions Disclosure,Affirm Political Non-Partisanship,O6W9jN0E
2012,soc,JPMORGAN CHASE & CO.,JPM,Special Interest,0.0,0,Improve Human Rights Standards or Policies,Institute Procedures to Prevent Investments in Companies that Contribute to Genocide or Crimes Against Humanity,VnZjArw9
2013,gg,JPMORGAN CHASE & CO.,JPM,public pension,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,GzDDMopQ
2013,no-esg,JPMORGAN CHASE & CO.,JPM,Individual,0.0,0,Stock Retention/Holding Period,Stock Retention/Holding Period,JW2owLry
2013,soc,JPMORGAN CHASE & CO.,JPM,Special Interest,0.0,0,Improve Human Rights Standards or Policies,Institute Procedures to Prevent Investments in Companies that Contribute to Genocide or Crimes Against Humanity,K9EyALNl
2013,no-esg,JPMORGAN CHASE & CO.,JPM,religious,0.0,0,Political Lobbying Disclosure,Report on Lobbying Payments and Policy,gMAKKBOj
2014,gg,JPMORGAN CHASE & CO.,JPM,Individual,0.0,0,Restore or Provide for Cumulative Voting,Provide for Cumulative Voting,rV0y0PDk
2014,no-esg,JPMORGAN CHASE & CO.,JPM,Individual,0.0,0,Amend Articles/Bylaws/Charter -- Call Special Meetings,Amend Articles/Bylaws/Charter -- Call Special Meetings,qL74vONp
2014,no-esg,JPMORGAN CHASE & CO.,JPM,religious,0.0,0,Political Lobbying Disclosure,Report on Lobbying Payments and Policy,pLNKjgmQ
2015,gg,JPMORGAN CHASE & CO.,JPM,Individual,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,kZ7DkxJ26
2015,no-esg,JPMORGAN CHASE & CO.,JPM,Individual,0.0,0,Amend Articles/Bylaws/Charter -- Call Special Meetings,Amend Bylaws -- Call Special Meetings,mQ2w74A0E
2015,no-esg,JPMORGAN CHASE & CO.,JPM,fund,0.98,1,Clawback of Incentive Payments,Disclosure of Recoupment Activity from Senior Officers,pQ7EpxQ2N
2015,no-esg,JPMORGAN CHASE & CO.,JPM,union,0.0,0,Compensation- Miscellaneous Company Specific,Report on Certain Vesting Program,oQ7GBKK1k
2015,no-esg,JPMORGAN CHASE & CO.,JPM,religious,0.0,0,Political Lobbying Disclosure,Report on Lobbying Payments and Policy,l5kAwVVrV
2015,no-esg,JPMORGAN CHASE & CO.,JPM,other,0.0,0,Proxy Voting Tabulation,Provide Vote Counting to Exclude Abstentions,nrGQy8ME7
2016,profit,JPMORGAN CHASE & CO.,JPM,,0.0,0,Seek Sale of Company/Assets,Appoint Committee to Explore the Feasibly to Divest Non-Core Banking Segments,yr22nk25g
2016,gg,JPMORGAN CHASE & CO.,JPM,Individual,0.019,0,Require Independent Board Chairman,Require Independent Board Chairman,voZDyA5Lm
2016,no-esg,JPMORGAN CHASE & CO.,JPM,Individual,0.0,0,Clawback of Incentive Payments,Clawback Amendment,zK9RD2z4r
2016,no-esg,JPMORGAN CHASE & CO.,JPM,union,0.019,0,Double Trigger on Equity Plans,Prohibit Accelerated Vesting of Awards to Pursue Government Service,xv8v8NDlJ
2016,gg,JPMORGAN CHASE & CO.,JPM,,0.019,0,Link Executive Pay to Social Criteria,Adopt Executive Compensation Philosophy with Social Factors,APA0jRJD9
2016,no-esg,JPMORGAN CHASE & CO.,JPM,,0.0,0,Proxy Voting Tabulation,Provide Vote Counting to Exclude Abstentions,wmn9L88jR
2017,no-esg,JPMORGAN CHASE & CO.,JPM,SRI fund,0.016,0,Gender Pay Gap,Report on Gender Pay Gap,Jq1qN4jjK
2017,no-esg,JPMORGAN CHASE & CO.,JPM,other,0.0,0,Proxy Voting Tabulation,Provide Vote Counting to Exclude Abstentions,KZAXqookn
2017,gg,JPMORGAN CHASE & CO.,JPM,Individual,0.033,0,Require Independent Board Chairman,Require Independent Board Chairman,D98PDzKvn
2017,no-esg,JPMORGAN CHASE & CO.,JPM,Individual,0.033,0,Amend Articles/Bylaws/Charter -- Call Special Meetings,Reduce Ownership Threshold for Shareholders to Call a Special Meeting,L8YgAMzXr
2017,no-esg,JPMORGAN CHASE & CO.,JPM,Individual,0.0,0,Clawback of Incentive Payments,Clawback Amendment,G5gDORm4Q
2017,no-esg,JPMORGAN CHASE & CO.,JPM,union,0.033,0,Double Trigger on Equity Plans,Prohibit Accelerated Vesting of Awards to Pursue Government Service,E9191gAgK
2018,gg,JPMORGAN CHASE & CO.,JPM,Individual,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,Xo5nzL4ol
2018,gg,JPMORGAN CHASE & CO.,JPM,Individual,0.0,0,Restore or Provide for Cumulative Voting,Restore or Provide for Cumulative Voting,1r9AQ6L30
2018,no-esg,JPMORGAN CHASE & CO.,JPM,union,0.0,0,Double Trigger on Equity Plans,Prohibit Accelerated Vesting of Awards to Pursue Government Service,Yvrvr3WkW
2018,soc,JPMORGAN CHASE & CO.,JPM,Special Interest,0.0,0,Improve Human Rights Standards or Policies,Institute Procedures to Prevent Investments in Companies that Contribute to Genocide or Crimes Against Humanity,ZVmNj5YYv
2014,no-esg,CHENG UEI PRECISION INDUSTRY CO. LTD.,,,0.0,-1,Elect a Shareholder-Nominee to the Supervisory Board.,"Elect Yu-Jen Lo, A Representative of FU LIN INTERNATIONAL INVESTMENT CO., LTD. with Shareholder No. 6, as Supervisor",j629MO64
2014,no-esg,CHENG UEI PRECISION INDUSTRY CO. LTD.,,,0.0,-1,Elect a Shareholder-Nominee to the Supervisory Board.,"Elect T.C. Wang, with Shareholder No. 636, as Supervisor",kX50KOXv
2014,no-esg,CHENG UEI PRECISION INDUSTRY CO. LTD.,,,0.0,-1,Elect a Shareholder-Nominee to the Supervisory Board.,"Elect Jui-Hsia Wan, with Shareholder No. S20102****, as Supervisor",lEO9LME1
2014,no-esg,CHENG UEI PRECISION INDUSTRY CO. LTD.,,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,"Elect T.C. Gou, a Representative of HSIN HUNG INTERNATIONAL INVESTMENT CO., LTD, with Shareholder No. 5, as Non-Independent Director",Woqq8PpE
2014,no-esg,CHENG UEI PRECISION INDUSTRY CO. LTD.,,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,"Elect Arthur Wang, a Representative of HSIN HUNG INTERNATIONAL INVESTMENT CO., LTD, with Shareholder No. 5, as Non-Independent Director",Xp55MQqv
2014,no-esg,CHENG UEI PRECISION INDUSTRY CO. LTD.,,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,"Elect K.L. Liao, with Shareholder No. 202, as Non-Independent Director",Yq55M7rA
2014,no-esg,CHENG UEI PRECISION INDUSTRY CO. LTD.,,,0.0,-1,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,"Elect Semi Wang, with ID No. J12000****, as Non-Independent Director",Zr00W8vQ
2010,gg,TIME WARNER INC.,TWX,Individual,0.938,0,Reduce Supermajority Vote Requirement,Reduce Supermajority Vote Requirement,RjMwOqwO
2010,no-esg,TIME WARNER INC.,TWX,union,0.0,0,Stock Retention/Holding Period,Stock Retention/Holding Period,Xp0JVg3v
2010,gg,TIME WARNER INC.,TWX,religious,0.062,0,Advisory Vote to Ratify Named Executive Officers' Compensation,Advisory Vote to Ratify Named Executive Officers' Compensation,YqRG8Dzp
2011,gg,TIME WARNER INC.,TWX,Individual,0.944,1,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,oXVG9QoB
2012,gg,TIME WARNER INC.,TWX,Individual,0.029,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,4GQ13R22
2014,gg,TIME WARNER INC.,TWX,Individual,0.028,0,Require Independent Board Chairman,Require Independent Board Chairman,MNMMoQXG
2015,gg,TIME WARNER INC.,TWX,Individual,0.097,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,32jQlAJ9r
2015,env,TIME WARNER INC.,TWX,SRI fund,0.0,0,GHG Emissions,Adopt Quantitative GHG Goals for Operations,59w83AGjR
2015,env,TIME WARNER INC.,TWX,religious,0.065,0,Establish Environmental/Social Issue Board Committee,Board Oversight of Tobacco Use Depicted in Products,4R9ooprj0
2010,no-esg,KB HOME,KBH,fund,0.0,0,Pay For Superior Performance,Pay For Superior Performance,2DE6MRQ1
2010,no-esg,KB HOME,KBH,public pension,0.0,0,Company Specific-Governance Related,Adopt Policy for Engagement With Proponents of Shareholder Proposals Supported by a Majority Vote,4GY7Jx56
2010,gg,KB HOME,KBH,fund,0.0,0,Advisory Vote to Ratify Named Executive Officers' Compensation,Advisory Vote to Ratify Named Executive Officers' Compensation,3VG58znQ
2012,gg,"NEW YORK COMMUNITY BANCORP, INC.",NYCB,,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,mNQGERV3
2017,no-esg,DOWNER EDI LTD.,DOW,,0.0,0,Climate Change Action,Approve Requisitioned Resolution- Powers of the Board,ZVGVRqWqw
2015,no-esg,FARADAY TECHNOLOGY CORP.,,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,"Elect Hong Jiacong, a Representative of UMC Corp. with Shareholder No.1 as Non-Independent Director",rREr8G2Pk
2015,no-esg,FARADAY TECHNOLOGY CORP.,,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,"Elect Wang Guoyong, a Representative of UMC Corp. with Shareholder No.1 as Non-Independent Director",voYylMQWg
2015,no-esg,FARADAY TECHNOLOGY CORP.,,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,"Elect Xu Shijun, a Representative of Unimicron Technology Corp. with Shareholder No.159397, as Non-Independent Director",wmEzVN0Xm
2015,no-esg,FARADAY TECHNOLOGY CORP.,,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Zang Weixin with Shareholder No.33 as Non-Independent Director,xvVAn06Yn
2015,no-esg,FARADAY TECHNOLOGY CORP.,,,1.0,0,Elect Director (Cumulative Voting or More Nominees Than Board Seats).,Elect Hong Zhengxin with Shareholder No.27290 as Non-Independent Director,yr6Bo4wZw
