year,issue,company,ticker,sponsorType,meanActivist,modeDistinct,resolution,desc,uID,sponsor
2014,gg,"PULTEGROUP, INC.",PHM,fund,0.0,0,Performance-Based and/or Time-Based Equity Awards,Performance-Based and/or Time-Based Equity Awards,O6R23qBL,"Central Laborers Pension, Welfare & Annuity Fund"
2014,gg,"GILEAD SCIENCES, INC.",GILD,Individual,0.091,0,Require Independent Board Chairman,Require Independent Board Chairman,y700pQM7,"McRitchie, James"
2014,soc,"LEGGETT & PLATT, INCORPORATED",LEG,fund,0.1,0,Adopt Sexual Orientation Anti-bias Policy,Amend EEO Policy to Prohibit Discrimination Based on Sexual Orientation and Gender Identity,lEJyglN6,New York City Funds
2014,env,PHILLIPS 66,PSX,religious,0.091,0,GHG Emissions,Adopt Quantitative GHG Goals for Operations,xLKmnO9n,Presbyterian Church USA
2014,gg,"PULTEGROUP, INC.",PHM,union,1.0,1,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,NW9pGGVL,United Brotherhood of Carpenters Pension Fund
2014,soc,"AQUA AMERICA, INC.",WTR,SRI fund,0.0,0,Improve Human Rights Standards or Policies,Adopt Policy on Human Right to Water,GWKrW453,Northstar Asset Management
2014,gg,CSX CORPORATION,CSX,Individual,0.091,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,VnAXBVJ9,"Steiner, William"
2014,gg,THE DUN & BRADSTREET CORPORATION,DNB,Individual,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,JzJJ7Yr2,"Chevedden, John"
2014,env,HESS CORPORATION,HES,public pension,0.1,0,Report on Climate Change,Report on Financial Risks of Climate Change,qLz5X4V2,Connecticut Retirement Plans & Trust Funds
2014,env,DOMINION ENERGY INC,D,,0.091,0,Report on Climate Change,Report on Financial and Physical Risks of Climate Change,Vn3ryD99,"Morgan, Pamela"
2014,env,DOMINION ENERGY INC,D,other,0.091,0,GHG Emissions,Adopt Quantitative GHG Goals for Products and Operations,Zr7RYqjv,Christopher Scott McElroy Irrevocable Trust
2014,env,DOMINION ENERGY INC,D,other,0.091,0,GHG Emissions,Report on Methane Emissions Management and Reduction Targets,Wo3RLk4W,Christopher Scott McElroy Irrevocable Trust
2014,env,CONSOL ENERGY INC.,CNX,Special Interest,1.0,1,Report on Climate Change,Report on Financial Risks of Climate Change,mNv6V3nG,As You Sow Foundation
2014,soc,CONSOL ENERGY INC.,CNX,public pension,0.111,0,Political Contributions Disclosure,Report on Political Contributions,lEJ6ZDMg,New York State Common Retirement Fund
2014,gg,CONSOL ENERGY INC.,CNX,public pension,0.111,0,Require Independent Board Chairman,Require Independent Board Chairman,n7BBNYKP,New York City Pension Funds
2014,gg,"AQUA AMERICA, INC.",WTR,union,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,JzJJ7Nl9,Laborers' International Union of NA
2014,gg,"WINDSTREAM HOLDINGS, INC.",WIN,Individual,0.0,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,xLnRDwWz,"Steiner, Kenneth"
2014,env,BANK OF AMERICA CORPORATION,BAC,religious,0.1,0,Report on Climate Change,Report on Climate Change Financing Risk,13JqzlxZ,Sisters of the Holy Names of Jesus and Mary
2014,gg,BANK OF AMERICA CORPORATION,BAC,Individual,0.1,0,Restore or Provide for Cumulative Voting,Provide for Cumulative Voting,Yq6o6BV9,"Steiner, Kenneth"
2014,env,DOMINION ENERGY INC,D,Individual,0.091,0,Renewable Energy,Report on Environmental Impacts of Biomass and Assess Risks,Yq1P5yMn,"Edey, Marion"
2014,gg,GENERAL DYNAMICS CORPORATION,GD,Individual,0.077,0,Require Independent Board Chairman,Require Independent Board Chairman,7YjjDPkG,"Chevedden, John"
2014,soc,"PEPSICO, INC.",PEP,Individual,0.0,0,Political Activities and Action,Require Shareholder Vote to Approve Political Contributions Policy,y2ZnmYww,"Mackie, James"
2014,gg,EDWARDS LIFESCIENCES CORPORATION,EW,Individual,0.125,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,qL7Kv440,"Chevedden, John"
2014,gg,ECOLAB INC.,ECL,Individual,0.1,0,Require Independent Board Chairman,Require Independent Board Chairman,AWww8yDz,"Chevedden, John"
2014,gg,NUCOR CORPORATION,NUE,union,1.0,1,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,rVRXpXOw,United Brotherhood of Carpenters Pension Fund
2014,env,REYNOLDS AMERICAN INC.,RAI,Special Interest,0.0,0,Animal Testing,Adopt Policy to Restrict Non-Required Animal Testing,O9lo1VZr,People for the Ethical Treatment of Animals
2014,gg,INDUSTRIAL ALLIANCE INSURANCE AND FINANCIAL SERVICES INC.,IDLLF,,1.0,1,Auditor Rotation,SP 2: Auditor Rotation,xLv1v5L9,Shareholder
2014,gg,"ALASKA AIR GROUP, INC.",ALK,Individual,0.111,0,Require Independent Board Chairman,Require Independent Board Chairman,o8DDAWlX,"Chevedden, John"
2014,soc,"REPUBLIC SERVICES, INC.",RSG,public pension,0.125,0,Political Contributions Disclosure,Report on Political Contributions,w7XgoKZg,New York State Common Retirement Fund
2014,env,ALLERGAN PLC,AGN,other,0.111,0,Report on Sustainability,Report on Sustainability,kXALpl6x,Unknown
2014,gg,"MARRIOTT INTERNATIONAL, INC.",MAR,Individual,1.0,1,Reduce Supermajority Vote Requirement,Reduce Supermajority Vote Requirement,6Km2NqkL,"Young, Myra"
2014,gg,AMERICAN EXPRESS COMPANY,AXP,Individual,0.111,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,j6ZzlBBz,"Young, Myra"
2014,soc,AMERICAN EXPRESS COMPANY,AXP,fund,0.111,0,Report on EEO,Prepare Employment Diversity Report,qLO42JX2,New York City Funds
2014,soc,AMERICAN EXPRESS COMPANY,AXP,SRI fund,0.111,0,"Data Security, Privacy, and Internet Issues",Report on Board Oversight of Privacy and Data Security and Requests for Customer Information,gMDMY4L6,Arjuna Capital
2014,gg,INTERNATIONAL PAPER COMPANY,IP,Individual,0.111,0,Require Independent Board Chairman,Require Independent Board Chairman,WpZZjVWX,"Steiner, Kenneth"
2014,env,ANADARKO PETROLEUM CORPORATION,APC,Special Interest,0.091,0,Report on Climate Change,Report on Financial Risks of Climate Change,Vn3ryyYX,As You Sow Foundation
2014,soc,"EQUITY LIFESTYLE PROPERTIES, INC.",ELS,Special Interest,1.0,1,Political Contributions Disclosure,Report on Political Contributions and Lobbying Communications,n6LJ25GP,Reinvestment Partners
2014,gg,"ASHFORD HOSPITALITY TRUST, INC.",AHT,union,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,DW9PrRYn,UNITE
2014,soc,NISOURCE INC.,NI,public pension,0.0,0,Political Contributions Disclosure,Report on Political Contributions,2DjJyrlK,New York State Common Retirement Fund
2014,soc,ANADARKO PETROLEUM CORPORATION,APC,public pension,0.091,0,Political Contributions Disclosure,Report on Political Contributions,RjZBQ2zO,New York State Common Retirement Fund
2014,gg,3M COMPANY,MMM,Individual,0.083,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,9Y1k5EY8,"McRitchie, James"
2014,env,CONOCOPHILLIPS,COP,religious,0.083,0,GHG Emissions,Adopt Quantitative GHG Goals for Operations,y2Lnworn,Presbyterian Church USA
2014,gg,"GRIFFIN INDUSTRIAL REALTY, INC.",GRIF,,0.0,0,Company-Specific -- Miscellaneous,Approve Griffin to Qualify as a REIT or MLP,zQ0AD9wY,"GAMCO Asset Management Inc.,"
2014,gg,"GRIFFIN INDUSTRIAL REALTY, INC.",GRIF,,0.0,0,Company-Specific -- Miscellaneous,Approve Griffin to Qualify as a REIT or MLP,lXA0lDW5,"GAMCO Asset Management Inc.,"
2014,gg,"DST SYSTEMS, INC.",DST,other,1.0,0,Declassify the Board of Directors,Declassify the Board of Directors,zYmDmXm8,Comptroller of the State of New York
2014,gg,THE TIMKEN COMPANY,TKR,Individual,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,AWww91mP,"Chevedden, John"
2014,gg,"DST SYSTEMS, INC.",DST,public pension,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,x8PP7Vpl,Connecticut Retirement Plans & Trust Funds
2014,gg,"QEP RESOURCES, INC.",QEP,public pension,0.0,0,Declassify the Board of Directors,Declassify the Board of Directors,O67j7GYR,Illinois State Board of Investment
2014,gg,"DST SYSTEMS, INC.",DST,fund,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,y2rMznpW,California State Teachers' Retirement System
2014,soc,"WASTE MANAGEMENT, INC.",WM,public pension,0.1,0,Political Contributions Disclosure,Report on Political Contributions,MWRBk1L3,New York State Common Retirement Fund
2014,gg,ALTERA CORPORATION,ALTR,Individual,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,9GllL7G4,"Chevedden, John"
2014,gg,EBAY INC.,EBAY,Individual,0.083,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,kX8AmNJ5,"Chevedden, John"
2014,soc,DEAN FOODS COMPANY,DF,public pension,0.0,-1,Political Contributions Disclosure,Report on Political Contributions,vLWJnEDr,New York State Common Retirement Fund
2014,env,STATOIL ASA,STO,,0.0,0,Community- Environmental Impact,Terminate Engagement in Angola and Azerbaijan,9Y459yQ8,Shareholder
2014,env,STATOIL ASA,STO,,0.0,0,Community- Environmental Impact,Withdraw Company from Ice-Laden Activities in the Arctic,Vn6BvpVM,Shareholder
2014,env,STATOIL ASA,STO,,0.0,0,Community- Environmental Impact,Withdraw Company from Tar Sands Activities in Canada,Rj9xlYVq,Shareholder
2014,env,DEAN FOODS COMPANY,DF,religious,0.0,0,Report on Sustainability,Require Dairy Farmer Suppliers to Report on Sustainability,w7QwQpN1,Mercy Investment Services
2014,env,HOLLYFRONTIER CORPORATION,HFC,religious,0.0,0,GHG Emissions,Adopt Quantitative GHG Goals for Products and Operations,LW3RZgDX,Mercy Investment Services
2014,soc,"ALTRIA GROUP, INC.",MO,religious,0.0,0,Reduce Tobacco Harm to Health,Inform Poor and Less Educated on Health Consequences of Tobacco,4GXADwY6,"Sisters of St. Francis, Philadelphia"
2014,gg,"ADVANCE AUTO PARTS, INC.",AAP,Individual,0.111,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,ZrY2j8KR,"Chevedden, John"
2014,soc,"ANTHEM, INC.",ANTM,SRI fund,0.0,0,Political Activities and Action,Prohibit Political Spending,lEJPv7Aj,Harrington Investments
2014,gg,"INSIGHT ENTERPRISES, INC.",NSIT,public pension,0.0,-1,Declassify the Board of Directors,Declassify the Board of Directors,lEOlOvrr,Illinois State Board of Investment
2014,gg,ALPHABET INC.,GOOGL,public pension,1.0,1,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,9YQOjm8D,"Firefighters' Pension System of the City of Kansas City, Missouri"
2014,gg,ALPHABET INC.,GOOGL,union,1.0,1,Require Independent Board Chairman,Require Independent Board Chairman,n7BBNYyY,Laborers' International Union of NA
2014,gg,"AKAMAI TECHNOLOGIES, INC.",AKAM,public pension,1.0,0,Declassify the Board of Directors,Declassify the Board of Directors,lEOlOEnj,Illinois State Board of Investment
2014,soc,NATIONAL EXPRESS GROUP PLC,,,0.0,0,Improve Human Rights Standards or Policies,Broaden the Remit of the Safety and Environment Committee to Cover Corporate Responsibility and Particularly the Group's Human Capital Strategy,9YXNYJJB,Shareholder
2014,gg,SERVICE CORPORATION INTERNATIONAL,SCI,company,0.0,-1,Declassify the Board of Directors,Declassify the Board of Directors,gM5O5DwZ,Amalgamated Bank
2014,gg,ALPHABET INC.,GOOGL,SRI fund,0.077,0,Company-Specific -- Miscellaneous,Adopt Policy and Report on Impact of Tax Strategy,lXA0y6j1,Domini Social Investments
2014,gg,RAYONIER INC.,RYN,other,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,g8rrQ6Lj,Altamaha Riverkeeper
2014,env,RAYONIER INC.,RYN,other,0.0,0,Community- Environmental Impact,Report on Risk Management of Effluent Discharges at Fiber Mill,j6DlZkWP,Investor Voice
2014,env,"DR PEPPER SNAPPLE GROUP, INC.",DPS,Special Interest,0.0,0,Recycling,Adopt Comprehensive Recycling Strategy for Beverage Containers,Zr2jR7Q5,As You Sow Foundation
2014,gg,THE DOW CHEMICAL COMPANY,DWDP,Individual,0.111,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,XpLZEKJg,"Steiner, Kenneth"
2014,gg,"CHIPOTLE MEXICAN GRILL, INC.",CMG,Individual,1.0,0,Reduce Supermajority Vote Requirement,Reduce Supermajority Vote Requirement,8KoONWNl,"McRitchie, James"
2014,env,"CHIPOTLE MEXICAN GRILL, INC.",CMG,SRI fund,1.0,1,Report on Sustainability,Report on Sustainability,3VZXMvVO,Trillium Asset Management
2014,gg,DENDREON CORPORATION,DNDNQ,other,1.0,0,Declassify the Board of Directors,Declassify the Board of Directors,zYmDmVz7,UAW Retirement Trust
2014,soc,"GENWORTH FINANCIAL, INC.",GNW,public pension,0.111,0,Political Contributions Disclosure,Report on Political Contributions,kXGMY06E,New York State Common Retirement Fund
2014,env,KOHL'S CORPORATION,KSS,,0.0,0,Anti-Social Proposal,Report on Data Used to Make Environmental Goals and Costs and Benefits of Sustainability Program,r7k4VPgK,National Center for Public Policy Research
2014,gg,ELECTRICITE DE FRANCE,ECIFY,,0.0,0,Company-Specific -- Miscellaneous,Approve Dividends of EUR 0.80 per Share and Loyalty Dividends  of EUR 0.88 per Share,y7RzBX1P,Shareholder
2014,soc,"LORILLARD, INC.",LO,religious,0.0,0,Reduce Tobacco Harm to Health,Inform Poor and Less Educated on Health Consequences of Tobacco,j6DXVk1B,Catholic Health Initiatives
2014,gg,COBIZ FINANCIAL INC.,COBZ,Individual,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,ZrVpgJpE,Sidney K. Methner
2014,soc,THE CHARLES SCHWAB CORPORATION,SCHW,fund,0.1,0,Political Contributions Disclosure,Report on Political Contributions,qLO8gM1G,New York City Funds
2014,soc,THE CHARLES SCHWAB CORPORATION,SCHW,fund,0.1,0,Report on EEO,Prepare Employment Diversity Report,rVP4Eg9W,New York City Funds
2014,gg,GRAFTECH INTERNATIONAL LTD.,GTI,Individual,0.0,-1,Company-Specific -- Miscellaneous,Approve Bylaw Repeal,y7RzBrGw,Nathan Milikowsky
2014,gg,GRAFTECH INTERNATIONAL LTD.,GTI,Individual,0.0,-1,Company-Specific -- Miscellaneous,Approve Bylaw Repeal,D6BxD9VB,Nathan Milikowsky
2014,gg,COBIZ FINANCIAL INC.,COBZ,Individual,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,Yr22lR2M,"Armstrong, Gerald"
2014,soc,ARKEMA,ARKAY,,0.0,0,Approve Allocation of Income/Distribution Policy,Approve Stock Dividend Program (Cash or Shares),9GRwYZNz,Shareholder
2014,gg,OGE ENERGY CORP.,OGE,Individual,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,22331gGA,"Chevedden, John"
2014,env,THE WESTERN UNION COMPANY,WU,SRI fund,0.1,0,Establish Environmental/Social Issue Board Committee,Amend Bylaws to Establish a Board Committee on Human Rights,vLgNwRxM,Northstar Asset Management
2014,soc,"WYNN RESORTS, LIMITED",WYNN,public pension,1.0,1,Political Contributions Disclosure,Report on Political Contributions,kXGMYXLE,New York State Common Retirement Fund
2014,gg,"MATTEL, INC.",MAT,Individual,0.0,0,Require Independent Board Chairman,Require Independent Board Chairman,j5xxOBP5,"Chevedden, John"
2014,soc,THE WESTERN UNION COMPANY,WU,public pension,1.0,1,Political Contributions Disclosure,Report on Political Contributions,rVP7jvE4,New York State Common Retirement Fund
2014,gg,TOTAL SA,TOT,,0.0,0,Company-Specific -- Miscellaneous,Allow Loyalty Dividends to Long-Term Registered Shareholders and Amend Article 20 of Bylaws,g8vyqonj,Shareholder
2014,gg,THE WESTERN UNION COMPANY,WU,Individual,0.1,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,qL7Kvgqy,"Chevedden, John"
2014,gg,SANTOS LTD.,SSLTY,,0.0,0,Company-Specific -- Shareholder Miscellaneous,Approve that the Narrabri Gas Project in North West NSW be Withdrawn from the Santos' Portfolio,EWJpYrR0,Shareholder
2014,env,"KINDER MORGAN, INC.",KMI,public pension,0.1,0,Report on Sustainability,Report on Sustainability,vLPvEnvM,New York State Common Retirement Fund
2014,env,"KINDER MORGAN, INC.",KMI,SRI fund,0.1,0,Report on Climate Change,Report on Financial Risks of Climate Change,qLz5rQ57,First Affirmative Financial
2014,gg,FELCOR LODGING TRUST INCORPORATED,FCH.PA,union,1.0,0,Declassify the Board of Directors,Declassify the Board of Directors,mNwmwJXp,UNITE
2014,env,"KINDER MORGAN, INC.",KMI,fund,0.1,0,GHG Emissions,"Report on Methane Emissions Management, Pipeline Maintenance and Reduction Targets",rVA62nDL,Miller Howard Investments
2014,soc,"DIAMOND OFFSHORE DRILLING, INC.",DO,union,0.0,0,Board Diversity,Adopt Policy and Report on Board Diversity,4GQ9wP4x,AFL-CIO
2014,gg,JPMORGAN CHASE & CO.,JPM,Individual,0.077,0,Restore or Provide for Cumulative Voting,Provide for Cumulative Voting,rV0y0PDk,"Steiner, William"
2014,soc,THE ALLSTATE CORPORATION,ALL,public pension,0.091,0,Political Contributions Disclosure,Report on Political Contributions,9YqXJo1x,New York State Common Retirement Fund
2014,env,SOUTHWESTERN ENERGY COMPANY,SWN,SRI fund,0.091,0,GHG Emissions,Report on Methane Emissions Management and Reduction Targets,Zr7R8omv,Arjuna Capital
2014,gg,FIRSTENERGY CORP.,FE,union,1.0,1,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,rVRXpGoW,United Brotherhood of Carpenters Pension Fund
2014,gg,FIRSTENERGY CORP.,FE,union,0.091,0,Submit SERP to Shareholder Vote,Submit SERP to Shareholder Vote,pLP8yZWV,AFL-CIO
2014,env,ENVISION HEALTHCARE CORPORATION,EVHC,SRI fund,0.0,0,Report on Sustainability,Report on Sustainability,GWBrBK55,Calvert Asset Management Co.
2014,gg,IROBOT CORPORATION,IRBT,Individual,1.0,0,Reduce Supermajority Vote Requirement,Reduce Supermajority Vote Requirement,oXv7lw6N,"McRitchie, James"
2014,gg,"BOSTON PROPERTIES, INC.",BXP,union,0.091,0,Require Independent Board Chairman,Require Independent Board Chairman,VoYY09WW,Massachusetts Laborers' Pension Fund
2014,env,"ONEOK, INC.",OKE,SRI fund,0.0,0,GHG Emissions,Report on Methane Emissions Management and Reduction Targets,Vn39v02o,Trillium Asset Management
2014,gg,"FIRST SOLAR, INC.",FSLR,union,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,NW9pGNmK,United Brotherhood of Carpenters Pension Fund
2014,gg,XCEL ENERGY INC.,XEL,Individual,0.111,0,Require Independent Board Chairman,Require Independent Board Chairman,7YjjWxPO,"Armstrong, Gerald"
2014,soc,"AMERICAN FINANCIAL GROUP, INC.",AFG,public pension,1.0,1,Adopt Sexual Orientation Anti-bias Policy,Amend EEO Policy to Prohibit Discrimination Based on Sexual Orientation and Gender Identity,PW0wVjow,New York State Common Retirement Fund
2014,soc,PPL CORPORATION,PPL,fund,1.0,1,Political Contributions Disclosure,Report on Political Contributions,oXMJ346B,New York City Funds
2014,gg,NORTHROP GRUMMAN CORPORATION,NOC,Individual,0.083,0,Require Independent Board Chairman,Require Independent Board Chairman,QjQQ5Bj5,"Chevedden, John"
2014,gg,"AVALONBAY COMMUNITIES, INC.",AVB,fund,0.091,0,Require Independent Board Chairman,Require Independent Board Chairman,q6GGM1RG,"Central Laborers Pension, Welfare & Annuity Fund"
2014,soc,"AMAZON.COM, INC.",AMZN,other,0.091,0,Political Contributions Disclosure,Report on Political Contributions,XpgVyEk5,Investor Voice
2014,env,"MONDELEZ INTERNATIONAL, INC.",MDLZ,Special Interest,0.1,0,Recycling,Assess Environmental Impact of Non-Recyclable Packaging,pLJMlzkV,As You Sow Foundation
2014,gg,KEYCORP,KEY,Individual,0.091,0,Require Independent Board Chairman,Require Independent Board Chairman,OLOO5R3R,"Armstrong, Gerald"
2014,soc,"ALPHA NATURAL RESOURCES, INC.",ALHA,public pension,1.0,1,Adopt Sexual Orientation Anti-bias Policy,Amend EEO Policy to Prohibit Discrimination Based on Sexual Orientation and Gender Identity,kXGx0D1K,New York State Common Retirement Fund
2014,env,"FACEBOOK, INC.",FB,public pension,0.111,0,Report on Sustainability,Report on Sustainability,n6Ekv9WE,New York State Common Retirement Fund
2014,soc,"FACEBOOK, INC.",FB,SRI fund,0.0,0,Political Activities and Action,Screen Political Contributions for Consistency with Corporate Values,lEJPvRB5,Northstar Asset Management
2014,soc,"FACEBOOK, INC.",FB,religious,0.111,0,"Data Security, Privacy, and Internet Issues",Assess Privacy and Advertising Policy Relating to Childhood Obesity,mN0NZZXG,Sisters of the Holy Names of Jesus and Mary
2014,env,"ALPHA NATURAL RESOURCES, INC.",ALHA,religious,1.0,1,Report on Climate Change,Report on Financial Risks of Climate Change,j6pMk8lv,Unitarian Universalist Association
2014,env,"ALPHA NATURAL RESOURCES, INC.",ALHA,religious,1.0,1,Community- Environmental Impact,Report on Appalachian Mining Environmental and Community Impact Reduction Efforts,gMzgZwWk,"Sisters of St. Francis, Philadelphia"
2014,gg,"SKECHERS U.S.A., INC.",SKX,Individual,1.0,1,Declassify the Board of Directors,Declassify the Board of Directors,13jOr3V3,Thomas P. DiNapoli
2014,gg,"WPX ENERGY, INC.",WPX,public pension,1.0,0,Declassify the Board of Directors,Declassify the Board of Directors,mNwmwj1G,Public Employees Retirement System of Ohio
2014,gg,VORNADO REALTY TRUST,VNO,union,1.0,0,Require Independent Board Chairman,Require Independent Board Chairman,Yr22lgGW,Laborers' International Union of NA
2014,gg,VORNADO REALTY TRUST,VNO,public pension,1.0,0,Declassify the Board of Directors,Declassify the Board of Directors,Zr4x415R,Illinois State Board of Investment
2014,gg,"NEXTERA ENERGY, INC.",NEE,Individual,1.0,0,Reduce Supermajority Vote Requirement,Eliminate Supermajority Vote Requirement,n6Y8k4GW,"Young, Myra"
2014,soc,CABLEVISION SYSTEMS CORPORATION,CVC,public pension,1.0,1,Political Contributions Disclosure,Report on Political Contributions,mNKX1rDp,Philadelphia Public Employees Retirement System
2014,gg,"L BRANDS, INC.",LB,Individual,0.0,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,vLlPAp3r,"Chevedden, John"
2014,gg,"TEXAS ROADHOUSE, INC.",TXRH,other,1.0,0,Declassify the Board of Directors,Declassify the Board of Directors,xLGAGMKq,Comptroller of the State of New York
2014,gg,"ROCKWELL MEDICAL, INC.",RMTI,fund,1.0,1,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,7VLOz1Bw,California State Teachers' Retirement System
2014,gg,MCDONALD'S CORPORATION,MCD,Individual,0.077,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,qL7KNYBy,"Chevedden, John"
2014,gg,VORNADO REALTY TRUST,VNO,union,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,Xponw6QA,United Brotherhood of Carpenters Pension Fund
2014,gg,"KINDRED HEALTHCARE, INC.",KND,public pension,0.0,-1,Submit Severance Agreement (Change-in-Control) to Shareholder Vote,Submit Severance Agreement (Change-in-Control) to Shareholder Vote,B98D8mnk,"Firefighters' Pension System of the City of Kansas City, Missouri"
2014,soc,"THE HOME DEPOT, INC.",HD,SRI fund,0.083,0,Report on EEO,Prepare Employment Diversity Report,LWQyYpJD,Trillium Asset Management
2014,env,"WPX ENERGY, INC.",WPX,religious,0.125,0,GHG Emissions,"Adopt Quantitative GHG Goals for Operations, Including Methane Emissions",lErPRNoV,Mercy Investment Services
2014,gg,"ZHAOJIN MINING INDUSTRY CO., LTD.",,,0.0,0,Company-Specific -- Miscellaneous,Approve Issuance of Corporate Bonds in the PRC,4Vg2jZOn,Shareholder
2014,soc,SAFRAN,SAFRY,,0.0,0,Approve Allocation of Income/Distribution Policy,Amend Item 3: Approve Allocation of Income and Dividends of EUR 0.98 per Share,NXQm1O3N,Shareholder
2014,gg,SAFRAN,SAFRY,,0.0,0,Non-Employee Director Compensation,"Amend Item 8: Approve Remuneration of Directors in the Aggregate Amount of EUR 759,333",PW8oBv32,Shareholder
2014,soc,"THE TRAVELERS COMPANIES, INC.",TRV,public pension,0.167,0,Political Contributions Disclosure,Report on Political Contributions,0D53wW05,New York State Common Retirement Fund
2014,gg,"HEALTHCARE SERVICES GROUP, INC.",HCSG,fund,1.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,2DvOrxlJ,California State Teachers' Retirement System
2014,gg,"HEALTHCARE SERVICES GROUP, INC.",HCSG,other,1.0,0,Require Independent Board Chairman,Require Independent Board Chairman,3E44KZjR,UAW Retirees Medical Benefits Trust
2014,gg,"MERCK & CO., INC.",MRK,Individual,0.154,0,Provide Right to Act by Written Consent,Provide Right to Act by Written Consent,pL8JML8p,"Steiner, William"
2014,gg,"URBAN OUTFITTERS, INC.",URBN,public pension,1.0,1,Require Independent Board Chairman,Require Independent Board Chairman,8WkkBY0r,New York City Pension Funds
2014,soc,"URBAN OUTFITTERS, INC.",URBN,public pension,1.0,1,Board Diversity,Adopt Policy and Report on Board Diversity,LW7PDwYD,New York State Common Retirement Fund
2014,env,EXXON MOBIL CORPORATION,XOM,religious,0.062,0,GHG Emissions,Adopt Quantitative GHG Goals for Products and Operations,B93yrJ6x,"Sisters of St. Dominic, Caldwell, NJ"
2014,soc,EXXON MOBIL CORPORATION,XOM,public pension,0.062,0,Adopt Sexual Orientation Anti-bias Policy,Amend EEO Policy to Prohibit Discrimination Based on Sexual Orientation and Gender Identity,zY18wlWY,New York State Common Retirement Fund
2014,gg,THE SOUTHERN COMPANY,SO,public pension,0.083,0,Require Independent Board Chairman,Require Independent Board Chairman,Yr22lg3Y,New York City Pension Funds
2014,gg,EXXON MOBIL CORPORATION,XOM,union,1.0,1,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,xLv9yOWE,United Brotherhood of Carpenters Pension Fund
2014,gg,THE WENDY'S COMPANY,WEN,Individual,1.0,1,Require Independent Board Chairman,Require Independent Board Chairman,9GllL4W8,"Steiner, Kenneth"
2014,gg,CHEVRON CORPORATION,CVX,religious,0.062,0,Require Independent Board Chairman,Require Independent Board Chairman,Kz005DZR,Unitarian Universalist Association
2014,soc,CHEVRON CORPORATION,CVX,fund,0.062,0,Operations in High Risk Countries,Adopt Guidelines for Country Selection,NWK91lRK,The International Brotherhood of Teamsters General Fund
2014,gg,"NEUSTAR, INC.",NSR,Individual,1.0,0,Declassify the Board of Directors,Declassify the Board of Directors,n6Z0ZDgl,"Chevedden, John"
2014,env,CHEVRON CORPORATION,CVX,other,0.0,0,Anti-Social Proposal,Report on Charitable Contributions,EQRoQEM0,Carolyn Righeimer
2014,env,CHEVRON CORPORATION,CVX,religious,0.188,0,Hydraulic Fracturing,Report on Management of Hydraulic Fracturing Risks and Opportunities,JW3x3DWo,"Sisters of St. Francis, Philadelphia"
2014,gg,"THE ENSIGN GROUP, INC.",ENSG,fund,0.0,0,Require a Majority Vote for the Election of Directors,Require a Majority Vote for the Election of Directors,zYK95Bp8,California State Teachers' Retirement System
2014,env,TARGA RESOURCES CORP.,TRGP,SRI fund,0.0,0,GHG Emissions,Report on Methane Emissions Management and Reduction Targets,6KOjWJG9,Arjuna Capital
2014,soc,RAYTHEON COMPANY,RTN,public pension,0.154,0,Political Contributions Disclosure,Report on Political Contributions,13g7gQnZ,New York State Common Retirement Fund
2014,env,"LOWE'S COMPANIES, INC.",LOW,,0.0,0,Anti-Social Proposal,Report on Data Used to Make Environmental Goals and Costs and Benefits of Sustainability Program,7J3KJ5Vr,National Center for Public Policy Research
